,tickers,Time of Creation,count
12739,SPCE,2020-12-28,2
12797,SPCE,2020-12-30,1
12798,SPCE,2021-01-11,1
12722,SPCE,2021-01-13,3
12695,SPCE,2021-01-15,6
12723,SPCE,2021-01-21,3
12724,SPCE,2021-01-23,3
12686,SPCE,2021-01-25,10
12807,SPCE,2021-01-26,1
12799,SPCE,2021-01-27,1
12701,SPCE,2021-01-28,5
12704,SPCE,2021-02-01,5
12725,SPCE,2021-02-03,3
12810,SPCE,2021-02-10,1
12707,SPCE,2021-02-11,4
12811,SPCE,2021-02-14,1
12812,SPCE,2021-02-27,1
12738,SPCE,2021-04-06,2
12813,SPCE,2021-04-30,1
12746,SPCE,2021-05-01,2
12747,SPCE,2021-05-07,2
12808,SPCE,2021-05-09,1
12720,SPCE,2021-05-20,3
12694,SPCE,2021-05-22,6
12706,SPCE,2021-05-23,4
12682,SPCE,2021-05-24,13
12708,SPCE,2021-05-25,4
12697,SPCE,2021-05-26,6
12683,SPCE,2021-05-27,12
12705,SPCE,2021-05-28,4
12809,SPCE,2021-05-29,1
12779,SPCE,2021-05-30,1
12780,SPCE,2021-05-31,1
12702,SPCE,2021-06-01,5
12709,SPCE,2021-06-07,4
12703,SPCE,2021-06-08,5
12781,SPCE,2021-06-09,1
12696,SPCE,2021-06-10,6
12782,SPCE,2021-06-15,1
12750,SPCE,2021-06-22,2
12680,SPCE,2021-06-25,15
12698,SPCE,2021-06-27,6
12749,SPCE,2021-06-30,2
12748,SPCE,2021-07-01,2
12690,SPCE,2021-07-02,7
12777,SPCE,2021-07-03,1
12726,SPCE,2021-07-04,3
12727,SPCE,2021-07-08,3
12692,SPCE,2021-07-10,6
12685,SPCE,2021-07-11,12
12689,SPCE,2021-07-12,8
12788,SPCE,2021-07-14,1
12688,SPCE,2021-07-17,9
12789,SPCE,2021-08-13,1
12790,SPCE,2021-08-29,1
12791,SPCE,2021-09-01,1
12792,SPCE,2021-09-20,1
12745,SPCE,2021-10-05,2
12793,SPCE,2021-10-14,1
12787,SPCE,2021-10-20,1
12783,SPCE,2022-01-13,1
12784,SPCE,2022-02-19,1
12785,SPCE,2022-02-25,1
12786,SPCE,2022-07-15,1
12818,SPG,2020-03-19,1
12819,SPG,2020-03-20,1
12820,SPG,2020-06-06,1
12821,SPG,2020-07-02,1
12814,SPG,2021-01-28,3
12815,SPG,2021-02-09,2
12816,SPG,2021-02-22,1
12817,SPG,2021-03-03,1
12822,SPGI,2022-02-22,1
12824,SPIR,2021-09-20,1
12823,SPIR,2021-09-22,4
12825,SPLK,2020-12-07,1
12826,SPLK,2021-07-01,1
12837,SPOT,2019-01-06,1
12838,SPOT,2019-02-06,1
12829,SPOT,2019-04-28,1
12830,SPOT,2019-05-06,1
12831,SPOT,2020-06-27,1
12832,SPOT,2020-07-07,1
12833,SPOT,2020-07-14,1
12834,SPOT,2020-07-26,1
12835,SPOT,2020-11-22,1
12836,SPOT,2021-01-29,1
12839,SPOT,2021-02-12,1
12827,SPOT,2021-02-27,5
12840,SPOT,2021-04-06,1
12841,SPOT,2021-07-05,1
12842,SPOT,2021-08-08,1
12843,SPOT,2022-01-30,1
12844,SPOT,2022-02-04,1
12828,SPOT,2022-04-23,2
12845,SPOT,2022-05-04,1
12846,SPOT,2022-07-26,1
12847,SPOT,2022-10-25,1
12854,SPR,2020-03-30,1
12853,SPR,2020-07-14,1
12849,SPR,2021-06-10,1
12848,SPR,2021-11-23,3
12850,SPR,2021-11-24,1
12851,SPR,2022-08-21,1
12852,SPR,2022-09-05,1
12855,SPTN,2020-06-08,1
12858,SPWR,2021-01-20,1
12856,SPWR,2021-01-24,7
12857,SPWR,2021-01-28,1
12871,SQ,2019-01-01,1
12865,SQ,2019-01-06,2
12872,SQ,2019-04-28,1
12860,SQ,2019-04-30,3
12873,SQ,2019-05-06,1
12874,SQ,2019-08-03,1
12875,SQ,2019-09-09,1
12876,SQ,2020-01-07,1
12867,SQ,2020-02-24,1
12861,SQ,2020-04-23,3
12868,SQ,2020-05-06,1
12869,SQ,2020-05-12,1
12870,SQ,2020-05-27,1
12877,SQ,2020-07-07,1
12866,SQ,2020-08-05,2
12886,SQ,2020-08-24,1
12887,SQ,2020-12-21,1
12888,SQ,2020-12-22,1
12889,SQ,2021-01-28,1
12885,SQ,2021-01-30,1
12884,SQ,2021-02-15,1
12878,SQ,2021-03-11,1
12879,SQ,2021-04-07,1
12859,SQ,2021-05-10,4
12864,SQ,2021-06-14,2
12880,SQ,2021-06-21,1
12881,SQ,2021-08-01,1
12882,SQ,2021-08-11,1
12883,SQ,2021-08-15,1
12890,SQ,2021-09-06,1
12891,SQ,2021-10-01,1
12863,SQ,2021-10-06,2
12862,SQ,2022-02-24,2
12892,SQL,2021-01-12,1
12893,SQL,2021-03-14,1
12894,SQL,2021-05-18,1
12895,SQM,2022-07-25,1
12896,SQSP,2022-07-24,1
12902,SR,2021-03-04,1
12898,SR,2021-03-11,2
12897,SR,2021-03-14,4
12900,SR,2021-06-21,1
12901,SR,2021-06-22,1
12899,SR,2021-12-13,2
12903,SRL,2021-09-09,1
12904,SRNE,2020-12-22,13
12905,SRNE,2021-01-15,8
12906,SRNE,2021-01-20,7
12909,SRNE,2021-01-21,2
12908,SRNE,2021-01-27,2
12910,SRNE,2021-01-29,1
12907,SRNE,2021-04-28,2
12911,SRNE,2021-12-14,1
12913,SRPT,2021-01-10,2
12912,SRPT,2021-01-23,7
12915,SRPT,2021-02-08,1
12914,SRPT,2021-03-13,2
12916,SSB,2021-10-30,1
12917,SSB,2021-12-05,1
12918,SSD,2021-11-22,1
12919,SSL,2020-02-06,1
12920,SSL,2021-05-18,1
12921,SSP,2021-05-20,8
12922,SSP,2021-07-06,3
12923,SSSS,2020-10-01,1
12924,SST,2022-03-09,12
12925,SST,2022-03-13,11
12929,SST,2022-04-05,1
12928,SST,2022-04-07,2
12927,SST,2022-04-08,2
12926,SST,2022-04-09,2
12931,ST,2020-02-20,1
12932,ST,2020-12-31,1
12933,ST,2021-01-27,1
12934,ST,2021-05-26,1
12930,ST,2021-06-27,4
12940,STEM,2020-02-13,1
12937,STEM,2021-01-30,1
12936,STEM,2021-04-17,12
12935,STEM,2021-06-16,12
12938,STEM,2021-08-20,1
12939,STEM,2021-11-17,1
12942,STEP,2020-05-27,5
12947,STEP,2021-01-27,1
12943,STEP,2021-01-29,4
12948,STEP,2021-02-01,1
12946,STEP,2021-02-03,1
12945,STEP,2021-02-04,1
12941,STEP,2021-07-17,6
12944,STEP,2022-06-14,3
12949,STER,2021-01-12,1
12950,STIX,2021-01-15,1
12951,STIX,2021-01-20,1
12952,STLA,2021-01-19,2
12955,STLD,2020-11-29,1
12954,STLD,2020-12-11,2
12956,STLD,2021-02-15,1
12953,STLD,2021-06-16,3
12957,STLD,2021-07-08,1
12958,STNE,2020-05-27,1
12963,STNG,2020-04-28,1
12960,STNG,2020-05-03,4
12961,STNG,2020-05-06,2
12962,STNG,2020-05-07,2
12959,STNG,2020-05-18,15
12964,STNG,2021-01-27,1
12965,STOK,2020-07-02,1
12966,STSA,2019-09-10,1
12967,STT,2020-03-27,1
12968,STWD,2020-05-28,11
12969,STX,2021-05-17,1
12976,STZ,2020-02-28,1
12975,STZ,2020-03-24,1
12972,STZ,2020-09-24,1
12971,STZ,2021-02-09,2
12973,STZ,2021-02-10,1
12970,STZ,2021-07-10,4
12974,STZ,2022-06-29,1
12978,SU,2020-01-07,1
12979,SU,2020-03-24,1
12980,SU,2020-09-14,1
12981,SU,2021-05-04,1
12977,SU,2021-07-18,2
12982,SU,2022-02-24,1
12983,SUM,2021-03-05,1
12984,SUMO,2020-11-18,8
12986,SUN,2020-08-01,1
12985,SUN,2021-01-23,2
12987,SWK,2019-07-23,1
12988,SWK,2020-07-15,1
12989,SWK,2020-07-30,1
12991,SWKS,2019-02-06,1
12990,SWKS,2021-01-29,2
12992,SWTX,2019-09-10,1
12993,SYF,2019-01-23,1
12994,SYF,2020-07-19,1
12995,SYK,2022-01-06,1
12997,SYY,2020-03-20,1
12996,SYY,2020-04-01,2
13140,T,2019-01-17,1
13141,T,2019-01-27,1
13142,T,2019-03-07,1
13038,T,2019-06-30,3
13054,T,2019-10-08,2
13150,T,2019-11-09,1
13151,T,2019-11-14,1
13152,T,2019-12-16,1
13153,T,2020-01-17,1
13154,T,2020-02-04,1
13056,T,2020-02-12,2
13155,T,2020-02-13,1
13149,T,2020-02-25,1
13055,T,2020-02-27,2
13143,T,2020-03-13,1
13144,T,2020-03-20,1
13145,T,2020-03-26,1
13059,T,2020-03-30,2
13007,T,2020-04-14,6
13146,T,2020-04-15,1
13147,T,2020-04-16,1
13148,T,2020-04-18,1
13127,T,2020-04-21,1
13035,T,2020-05-18,3
13025,T,2020-06-17,4
13128,T,2020-06-18,1
13129,T,2020-07-13,1
13130,T,2020-07-15,1
13013,T,2020-07-19,5
13036,T,2020-08-03,3
13131,T,2020-08-07,1
13060,T,2020-08-19,2
13126,T,2020-09-03,1
13058,T,2020-09-16,2
13117,T,2020-10-08,1
13116,T,2020-11-24,1
13118,T,2020-11-28,1
13119,T,2020-12-01,1
13120,T,2020-12-15,1
13121,T,2020-12-17,1
13122,T,2020-12-19,1
13123,T,2020-12-27,1
13124,T,2021-01-01,1
13125,T,2021-01-11,1
13136,T,2021-01-12,1
13137,T,2021-01-14,1
13057,T,2021-01-15,2
13037,T,2021-01-16,3
13138,T,2021-01-17,1
13010,T,2021-01-18,6
13044,T,2021-01-20,2
13139,T,2021-01-21,1
13132,T,2021-01-24,1
13001,T,2021-01-25,9
13133,T,2021-01-26,1
13042,T,2021-01-27,2
13003,T,2021-01-28,7
13002,T,2021-01-29,8
13134,T,2021-01-30,1
13135,T,2021-01-31,1
13000,T,2021-02-01,10
12999,T,2021-02-02,15
13034,T,2021-02-03,3
13041,T,2021-02-04,2
13164,T,2021-02-07,1
13165,T,2021-02-08,1
13026,T,2021-02-11,3
13018,T,2021-02-14,5
12998,T,2021-02-15,16
13009,T,2021-02-17,6
13008,T,2021-02-18,6
13162,T,2021-02-19,1
13039,T,2021-02-21,2
13163,T,2021-02-23,1
13029,T,2021-02-25,3
13040,T,2021-02-26,2
13169,T,2021-02-27,1
13170,T,2021-03-02,1
13171,T,2021-03-03,1
13172,T,2021-03-04,1
13022,T,2021-03-11,4
13173,T,2021-03-13,1
13043,T,2021-03-15,2
13166,T,2021-03-17,1
13051,T,2021-03-29,2
13021,T,2021-04-07,4
13167,T,2021-04-14,1
13020,T,2021-04-16,5
13168,T,2021-04-19,1
13161,T,2021-04-28,1
13030,T,2021-04-29,3
13006,T,2021-05-01,6
13052,T,2021-05-05,2
13053,T,2021-05-06,2
13050,T,2021-05-11,2
13046,T,2021-05-13,2
13156,T,2021-05-20,1
13023,T,2021-06-03,4
13019,T,2021-06-04,5
13159,T,2021-06-07,1
13160,T,2021-06-08,1
13157,T,2021-06-10,1
13045,T,2021-06-14,2
13047,T,2021-06-15,2
13048,T,2021-06-17,2
13049,T,2021-06-23,2
13158,T,2021-06-26,1
13083,T,2021-06-27,1
13092,T,2021-07-08,1
13091,T,2021-07-11,1
13088,T,2021-07-14,1
13089,T,2021-07-15,1
13061,T,2021-07-23,2
13005,T,2021-07-28,6
13027,T,2021-08-05,3
13093,T,2021-08-07,1
13028,T,2021-08-08,3
13090,T,2021-08-13,1
13067,T,2021-08-16,2
13086,T,2021-08-18,1
13087,T,2021-08-25,1
13069,T,2021-08-30,2
13070,T,2021-08-31,2
13077,T,2021-09-02,1
13031,T,2021-09-06,3
13076,T,2021-09-12,1
13075,T,2021-09-15,1
13078,T,2021-09-17,1
13084,T,2021-09-22,1
13017,T,2021-10-16,5
13016,T,2021-10-17,5
13085,T,2021-10-26,1
13068,T,2021-10-30,2
13079,T,2021-11-02,1
13080,T,2021-11-08,1
13062,T,2021-11-16,2
13063,T,2021-11-27,2
13033,T,2021-12-12,3
13064,T,2022-01-03,2
13081,T,2022-01-04,1
13082,T,2022-01-09,1
13065,T,2022-02-11,2
13105,T,2022-02-16,1
13106,T,2022-02-21,1
13107,T,2022-03-13,1
13108,T,2022-03-26,1
13015,T,2022-03-27,5
13101,T,2022-03-29,1
13066,T,2022-04-02,2
13102,T,2022-04-11,1
13103,T,2022-04-28,1
13104,T,2022-05-04,1
13014,T,2022-05-07,5
13112,T,2022-05-30,1
13113,T,2022-07-05,1
13114,T,2022-07-21,1
13115,T,2022-08-01,1
13109,T,2022-08-04,1
13110,T,2022-08-12,1
13111,T,2022-08-15,1
13072,T,2022-08-16,2
13012,T,2022-08-17,6
13032,T,2022-08-18,3
13011,T,2022-08-19,6
13096,T,2022-08-21,1
13074,T,2022-08-24,2
13073,T,2022-08-25,2
13098,T,2022-08-29,1
13097,T,2022-08-31,1
13024,T,2022-09-01,4
13071,T,2022-09-02,2
13004,T,2022-09-03,7
13094,T,2022-09-08,1
13095,T,2022-10-21,1
13099,T,2022-11-08,1
13100,T,2022-11-09,1
13174,TAC,2021-02-11,2
13175,TAK,2021-01-23,1
13178,TALK,2019-12-04,1
13179,TALK,2021-01-22,1
13180,TALK,2021-01-25,1
13181,TALK,2021-01-28,1
13182,TALK,2021-01-29,1
13176,TALK,2021-02-02,1
13183,TALK,2021-02-26,1
13177,TALK,2021-03-14,1
13185,TALK,2021-05-28,1
13184,TALK,2022-08-18,1
13188,TAP,2020-07-30,1
13187,TAP,2021-02-11,2
13186,TAP,2021-04-25,2
13189,TASK,2020-03-09,1
13191,TC,2021-01-14,1
13190,TC,2021-02-01,2
13192,TCX,2021-01-28,1
13221,TD,2019-01-23,1
13220,TD,2019-06-09,1
13222,TD,2019-07-23,1
13223,TD,2019-07-24,1
13251,TD,2019-08-20,1
13219,TD,2019-10-01,2
13217,TD,2019-10-03,2
13218,TD,2019-10-05,2
13204,TD,2019-10-06,3
13249,TD,2019-11-05,1
13203,TD,2019-11-11,3
13250,TD,2019-11-21,1
13255,TD,2019-11-25,1
13205,TD,2019-12-16,3
13254,TD,2020-01-01,1
13252,TD,2020-01-30,1
13253,TD,2020-02-06,1
13214,TD,2020-02-08,2
13229,TD,2020-02-15,1
13230,TD,2020-02-27,1
13231,TD,2020-03-02,1
13232,TD,2020-03-05,1
13228,TD,2020-03-12,1
13234,TD,2020-03-18,1
13235,TD,2020-03-19,1
13215,TD,2020-03-23,2
13233,TD,2020-03-30,1
13227,TD,2020-04-06,1
13226,TD,2020-04-21,1
13224,TD,2020-04-26,1
13225,TD,2020-04-29,1
13216,TD,2020-05-12,2
13207,TD,2020-05-16,3
13212,TD,2020-05-24,2
13236,TD,2020-05-27,1
13242,TD,2020-06-12,1
13243,TD,2020-07-01,1
13244,TD,2020-07-14,1
13245,TD,2020-07-25,1
13246,TD,2020-07-30,1
13247,TD,2020-08-08,1
13206,TD,2020-08-17,3
13213,TD,2020-08-22,2
13248,TD,2020-09-03,1
13238,TD,2020-09-09,1
13237,TD,2020-09-24,1
13239,TD,2020-09-29,1
13240,TD,2020-10-20,1
13241,TD,2020-11-09,1
13256,TD,2020-11-26,1
13202,TD,2020-11-28,3
13278,TD,2020-11-30,1
13279,TD,2020-12-08,1
13280,TD,2020-12-30,1
13281,TD,2021-01-19,1
13282,TD,2021-01-25,1
13197,TD,2021-01-27,6
13193,TD,2021-01-28,27
13194,TD,2021-01-29,25
13196,TD,2021-01-30,9
13195,TD,2021-01-31,9
13200,TD,2021-02-01,3
13201,TD,2021-02-02,3
13288,TD,2021-02-03,1
13289,TD,2021-02-10,1
13290,TD,2021-02-20,1
13291,TD,2021-02-21,1
13292,TD,2021-03-03,1
13293,TD,2021-03-10,1
13208,TD,2021-03-13,2
13209,TD,2021-03-14,2
13284,TD,2021-04-06,1
13285,TD,2021-04-16,1
13283,TD,2021-05-26,1
13286,TD,2021-06-02,1
13287,TD,2021-06-08,1
13210,TD,2021-06-10,2
13199,TD,2021-06-12,4
13211,TD,2021-06-26,2
13277,TD,2021-07-23,1
13267,TD,2021-07-27,1
13268,TD,2021-08-30,1
13269,TD,2021-09-09,1
13270,TD,2021-09-26,1
13272,TD,2021-10-13,1
13198,TD,2021-11-02,5
13273,TD,2021-11-08,1
13274,TD,2021-11-10,1
13275,TD,2021-12-02,1
13271,TD,2021-12-04,1
13266,TD,2021-12-19,1
13265,TD,2021-12-23,1
13264,TD,2022-02-05,1
13257,TD,2022-03-11,1
13258,TD,2022-03-13,1
13259,TD,2022-05-29,1
13260,TD,2022-06-09,1
13261,TD,2022-06-11,1
13262,TD,2022-06-30,1
13263,TD,2022-07-31,1
13276,TD,2022-09-10,1
13294,TDC,2021-01-29,1
13295,TDC,2021-02-08,1
13296,TDG,2022-02-03,1
13297,TDG,2022-08-08,1
13303,TDOC,2020-03-17,1
13302,TDOC,2020-07-30,1
13298,TDOC,2021-05-02,2
13299,TDOC,2021-05-08,2
13304,TDOC,2021-06-14,1
13305,TDOC,2021-08-01,1
13300,TDOC,2021-10-24,2
13301,TDOC,2021-11-05,1
13306,TDUP,2021-09-28,1
13314,TECH,2020-05-12,1
13313,TECH,2020-05-18,1
13315,TECH,2020-08-26,1
13316,TECH,2020-12-07,1
13317,TECH,2020-12-18,1
13318,TECH,2021-01-07,1
13310,TECH,2021-01-29,1
13308,TECH,2021-02-18,2
13309,TECH,2021-02-27,2
13311,TECH,2021-03-02,1
13312,TECH,2021-04-28,1
13319,TECH,2021-04-29,1
13320,TECH,2021-06-15,1
13307,TECH,2021-06-22,3
13321,TECH,2022-09-30,1
13322,TECH,2022-11-07,1
13323,TECK,2021-02-21,4
13324,TEF,2021-06-23,3
13343,TELL,2019-01-20,1
13344,TELL,2020-04-15,1
13345,TELL,2020-11-26,1
13328,TELL,2021-01-27,2
13342,TELL,2021-01-28,1
13330,TELL,2021-01-29,2
13341,TELL,2021-02-11,1
13332,TELL,2021-03-02,1
13331,TELL,2021-03-12,2
13335,TELL,2021-05-20,1
13336,TELL,2021-05-21,1
13325,TELL,2021-05-23,6
13326,TELL,2021-06-01,3
13327,TELL,2021-06-03,3
13333,TELL,2021-07-14,1
13334,TELL,2021-09-15,1
13329,TELL,2021-10-03,2
13337,TELL,2022-01-04,1
13338,TELL,2022-01-12,1
13339,TELL,2022-03-23,1
13340,TELL,2022-08-23,1
13351,TEN,2020-04-04,1
13350,TEN,2020-05-07,1
13349,TEN,2020-08-03,1
13346,TEN,2021-05-03,1
13347,TEN,2021-09-23,1
13348,TEN,2021-11-19,1
13352,TEVA,2019-07-23,1
13353,TEVA,2019-10-21,1
13354,TEVA,2020-03-20,1
13355,TEVA,2020-08-25,1
13363,TFSA,2020-03-02,1
13364,TFSA,2021-01-23,1
13362,TFSA,2021-01-30,1
13357,TFSA,2021-02-02,1
13358,TFSA,2021-02-13,1
13356,TFSA,2021-02-22,6
13359,TFSA,2021-04-16,1
13360,TFSA,2021-06-10,1
13361,TFSA,2022-03-16,1
13365,TFX,2020-07-30,1
13366,TG,2021-01-24,1
13367,TG,2021-09-06,1
13385,TGT,2019-02-10,1
13369,TGT,2019-08-21,3
13370,TGT,2019-11-20,3
13384,TGT,2019-11-28,1
13380,TGT,2020-01-28,1
13371,TGT,2020-02-20,2
13381,TGT,2020-03-03,1
13382,TGT,2020-03-25,1
13383,TGT,2020-12-28,1
13379,TGT,2021-02-01,1
13378,TGT,2021-06-15,1
13373,TGT,2021-06-23,1
13374,TGT,2022-02-28,1
13375,TGT,2022-04-27,1
13377,TGT,2022-05-17,1
13368,TGT,2022-05-18,5
13376,TGT,2022-06-01,1
13372,TGT,2022-06-07,1
13386,TGTX,2019-03-09,1
13387,TH,2021-02-02,1
13388,TH,2021-03-07,1
13393,THC,2020-08-07,1
13394,THC,2020-09-28,1
13395,THC,2020-11-24,1
13396,THC,2020-11-26,1
13397,THC,2021-01-09,1
13389,THC,2021-02-08,2
13390,THC,2021-02-10,2
13398,THC,2021-03-04,1
13391,THC,2021-04-25,2
13399,THC,2021-06-21,1
13392,THC,2021-07-10,2
13400,THCA,2020-11-24,2
13401,THO,2021-07-17,1
13402,TJX,2019-08-20,1
13403,TJX,2020-03-25,1
13404,TJX,2022-05-18,1
13511,TLRY,2019-01-09,1
13512,TLRY,2019-11-21,1
13514,TLRY,2020-02-03,1
13515,TLRY,2020-03-03,1
13513,TLRY,2020-03-21,1
13520,TLRY,2020-05-31,1
13519,TLRY,2020-08-31,1
13518,TLRY,2020-11-08,1
13517,TLRY,2020-12-15,1
13516,TLRY,2020-12-22,1
13408,TLRY,2021-01-04,13
13407,TLRY,2021-01-05,15
13462,TLRY,2021-01-07,2
13427,TLRY,2021-01-13,5
13510,TLRY,2021-01-14,1
13436,TLRY,2021-01-16,4
13522,TLRY,2021-01-18,1
13447,TLRY,2021-01-29,2
13414,TLRY,2021-02-01,8
13409,TLRY,2021-02-02,13
13521,TLRY,2021-02-03,1
13413,TLRY,2021-02-09,9
13405,TLRY,2021-02-10,53
13418,TLRY,2021-02-11,7
13450,TLRY,2021-02-12,2
13451,TLRY,2021-02-13,2
13406,TLRY,2021-02-14,16
13417,TLRY,2021-02-16,7
13428,TLRY,2021-02-17,5
13437,TLRY,2021-02-19,4
13508,TLRY,2021-02-21,1
13429,TLRY,2021-02-23,5
13507,TLRY,2021-03-14,1
13506,TLRY,2021-03-28,1
13420,TLRY,2021-03-30,6
13446,TLRY,2021-04-04,2
13509,TLRY,2021-04-05,1
13438,TLRY,2021-04-07,4
13439,TLRY,2021-04-14,4
13505,TLRY,2021-04-19,1
13440,TLRY,2021-04-24,3
13457,TLRY,2021-04-26,2
13454,TLRY,2021-04-27,2
13524,TLRY,2021-04-29,1
13523,TLRY,2021-05-07,1
13415,TLRY,2021-05-21,8
13452,TLRY,2021-05-25,2
13455,TLRY,2021-05-27,2
13434,TLRY,2021-05-28,4
13460,TLRY,2021-06-01,2
13435,TLRY,2021-06-02,4
13441,TLRY,2021-06-03,3
13423,TLRY,2021-06-04,6
13463,TLRY,2021-06-05,2
13469,TLRY,2021-06-06,1
13461,TLRY,2021-06-07,2
13412,TLRY,2021-06-08,10
13410,TLRY,2021-06-09,11
13419,TLRY,2021-06-10,7
13473,TLRY,2021-06-13,1
13471,TLRY,2021-06-14,1
13458,TLRY,2021-06-15,2
13465,TLRY,2021-06-17,1
13459,TLRY,2021-06-18,2
13453,TLRY,2021-06-21,2
13416,TLRY,2021-06-23,8
13433,TLRY,2021-06-25,4
13421,TLRY,2021-06-27,6
13425,TLRY,2021-06-28,5
13445,TLRY,2021-07-13,2
13476,TLRY,2021-07-16,1
13448,TLRY,2021-07-28,2
13488,TLRY,2021-08-03,1
13491,TLRY,2021-08-05,1
13481,TLRY,2021-08-31,1
13483,TLRY,2021-09-07,1
13486,TLRY,2021-09-23,1
13485,TLRY,2021-09-30,1
13424,TLRY,2021-10-01,5
13411,TLRY,2021-10-04,10
13464,TLRY,2021-10-05,2
13484,TLRY,2021-10-12,1
13487,TLRY,2021-10-13,1
13482,TLRY,2021-10-19,1
13422,TLRY,2021-10-20,6
13490,TLRY,2021-10-22,1
13489,TLRY,2021-10-29,1
13474,TLRY,2021-11-01,1
13449,TLRY,2021-11-04,2
13479,TLRY,2021-11-05,1
13480,TLRY,2021-11-11,1
13443,TLRY,2021-11-14,3
13444,TLRY,2021-11-16,2
13430,TLRY,2021-11-18,4
13426,TLRY,2021-11-19,5
13475,TLRY,2021-11-21,1
13477,TLRY,2021-11-23,1
13478,TLRY,2021-12-06,1
13502,TLRY,2021-12-29,1
13503,TLRY,2022-02-01,1
13442,TLRY,2022-02-06,3
13504,TLRY,2022-02-07,1
13494,TLRY,2022-02-09,1
13495,TLRY,2022-02-11,1
13432,TLRY,2022-03-24,4
13496,TLRY,2022-03-25,1
13492,TLRY,2022-03-26,1
13493,TLRY,2022-03-27,1
13499,TLRY,2022-03-31,1
13500,TLRY,2022-04-07,1
13501,TLRY,2022-05-01,1
13497,TLRY,2022-05-11,1
13498,TLRY,2022-08-04,1
13468,TLRY,2022-08-07,1
13467,TLRY,2022-08-16,1
13466,TLRY,2022-08-25,1
13472,TLRY,2022-09-12,1
13431,TLRY,2022-10-06,4
13456,TLRY,2022-10-07,2
13470,TLRY,2022-11-01,1
13526,TLS,2020-11-20,1
13525,TLS,2021-02-01,1
13530,TLSA,2020-07-22,1
13527,TLSA,2021-01-31,1
13528,TLSA,2021-06-03,1
13529,TLSA,2021-08-01,1
13539,TM,2019-02-06,1
13540,TM,2020-03-24,1
13532,TM,2020-03-27,2
13537,TM,2020-04-15,1
13538,TM,2020-06-16,1
13536,TM,2020-09-15,1
13531,TM,2020-12-23,4
13541,TM,2021-01-18,1
13534,TM,2021-02-10,2
13533,TM,2021-03-04,2
13535,TM,2022-05-22,1
13542,TMBR,2021-03-12,1
13549,TMC,2021-09-13,2
13547,TMC,2021-09-15,7
13543,TMC,2021-09-16,16
13546,TMC,2021-09-17,13
13544,TMC,2021-09-18,15
13545,TMC,2021-09-19,15
13548,TMC,2021-09-22,5
13550,TMC,2021-09-27,1
13552,TME,2021-01-29,1
13551,TME,2021-03-30,2
13553,TMO,2021-02-09,1
13555,TMUS,2019-07-14,1
13554,TMUS,2020-02-11,4
13556,TNDM,2021-01-19,1
13557,TOL,2021-06-22,1
13570,TOP,2019-09-01,1
13561,TOP,2020-03-26,2
13566,TOP,2020-04-08,1
13567,TOP,2020-04-18,1
13568,TOP,2020-05-18,1
13569,TOP,2020-05-29,1
13565,TOP,2020-06-23,1
13562,TOP,2020-07-27,1
13563,TOP,2020-12-01,1
13564,TOP,2020-12-09,1
13558,TOP,2020-12-23,2
13559,TOP,2021-01-14,2
13580,TOP,2021-01-20,1
13581,TOP,2021-01-25,1
13560,TOP,2021-01-27,2
13583,TOP,2021-01-28,1
13584,TOP,2021-01-31,1
13582,TOP,2021-02-04,1
13571,TOP,2021-04-02,1
13574,TOP,2021-04-04,1
13572,TOP,2021-04-28,1
13573,TOP,2021-06-10,1
13575,TOP,2021-08-03,1
13576,TOP,2021-08-08,1
13577,TOP,2021-10-01,1
13578,TOP,2021-11-22,1
13579,TOP,2022-09-05,1
13586,TOPS,2019-04-07,2
13585,TOPS,2020-03-20,2
13587,TOPS,2021-07-05,1
13590,TOWN,2020-12-08,1
13588,TOWN,2020-12-29,1
13589,TOWN,2021-01-21,1
13593,TOWN,2021-01-25,1
13592,TOWN,2021-04-28,1
13591,TOWN,2022-03-23,1
13594,TPB,2020-04-12,1
13595,TPG,2020-11-27,1
13596,TPG,2021-07-16,1
13597,TPR,2021-05-22,2
13598,TPX,2020-07-30,4
13599,TPX,2021-02-11,2
13600,TPX,2021-03-10,1
13602,TR,2020-08-10,2
13603,TR,2020-09-21,1
13601,TR,2021-01-18,2
13604,TR,2021-01-22,1
13605,TR,2021-02-03,1
13609,TREE,2019-02-23,1
13611,TREE,2019-05-25,1
13625,TREE,2019-06-08,1
13626,TREE,2019-07-06,1
13621,TREE,2020-01-11,1
13623,TREE,2020-02-15,1
13629,TREE,2020-03-07,1
13630,TREE,2020-03-14,1
13628,TREE,2020-03-21,1
13614,TREE,2020-03-28,1
13615,TREE,2020-04-04,1
13616,TREE,2020-04-11,1
13618,TREE,2020-04-18,1
13619,TREE,2020-04-25,1
13617,TREE,2020-05-09,1
13620,TREE,2020-05-16,1
13613,TREE,2020-05-23,1
13612,TREE,2020-05-30,1
13631,TREE,2020-08-29,1
13627,TREE,2020-09-12,1
13622,TREE,2020-09-19,1
13624,TREE,2020-09-26,1
13610,TREE,2020-11-14,1
13606,TREE,2020-11-28,1
13608,TREE,2021-02-13,1
13607,TREE,2021-10-30,1
13632,TRIP,2020-03-19,1
13633,TRIP,2021-02-25,1
13634,TRON,2021-03-31,1
13635,TRP,2020-06-23,1
13636,TRQ,2021-02-15,1
13638,TRU,2020-12-31,1
13637,TRU,2021-02-10,1
