,tickers,Time of Creation,count
913,AMC,2022-11-14,1
914,AMCX,2021-01-28,2
915,AMCX,2021-02-01,1
1139,AMD,2019-01-02,1
1140,AMD,2019-01-09,1
1141,AMD,2019-01-11,1
1054,AMD,2019-01-27,2
1053,AMD,2019-01-29,2
1142,AMD,2019-01-30,1
1052,AMD,2019-02-02,2
1143,AMD,2019-02-13,1
973,AMD,2019-03-22,5
1144,AMD,2019-04-27,1
1145,AMD,2019-04-28,1
1146,AMD,2019-04-30,1
1147,AMD,2019-05-01,1
974,AMD,2019-05-06,5
1148,AMD,2019-05-18,1
1025,AMD,2019-05-20,2
1138,AMD,2019-05-27,1
955,AMD,2019-05-28,7
1024,AMD,2019-06-03,2
1136,AMD,2019-06-08,1
1014,AMD,2019-06-09,3
1115,AMD,2019-06-10,1
1135,AMD,2019-06-11,1
1116,AMD,2019-07-04,1
1117,AMD,2019-07-16,1
1118,AMD,2019-07-27,1
1119,AMD,2019-07-29,1
1023,AMD,2019-07-30,2
1120,AMD,2019-07-31,1
984,AMD,2019-08-08,4
1121,AMD,2019-08-12,1
1122,AMD,2019-08-15,1
1123,AMD,2019-08-19,1
958,AMD,2019-09-17,7
1013,AMD,2019-10-18,3
970,AMD,2019-10-28,5
1012,AMD,2019-10-29,3
1124,AMD,2019-11-02,1
1125,AMD,2019-11-05,1
1126,AMD,2019-11-06,1
1011,AMD,2019-11-15,3
1127,AMD,2019-11-18,1
971,AMD,2019-11-19,5
1026,AMD,2019-11-20,2
1010,AMD,2019-11-22,3
1128,AMD,2019-11-26,1
1027,AMD,2019-12-12,2
1036,AMD,2019-12-13,2
1129,AMD,2019-12-16,1
1130,AMD,2019-12-17,1
1035,AMD,2019-12-18,2
1131,AMD,2019-12-26,1
968,AMD,2020-01-02,5
1034,AMD,2020-01-05,2
1132,AMD,2020-01-06,1
969,AMD,2020-01-07,5
1009,AMD,2020-01-08,3
960,AMD,2020-01-09,6
1133,AMD,2020-01-15,1
1134,AMD,2020-01-17,1
1149,AMD,2020-01-19,1
1137,AMD,2020-01-21,1
1150,AMD,2020-01-24,1
1174,AMD,2020-01-26,1
977,AMD,2020-01-28,4
1176,AMD,2020-02-02,1
1177,AMD,2020-02-03,1
935,AMD,2020-02-04,13
1178,AMD,2020-02-05,1
1179,AMD,2020-02-10,1
943,AMD,2020-02-11,11
976,AMD,2020-02-17,4
972,AMD,2020-02-18,5
1033,AMD,2020-02-19,2
975,AMD,2020-02-20,4
927,AMD,2020-02-21,21
1032,AMD,2020-02-22,2
1180,AMD,2020-02-25,1
1181,AMD,2020-02-28,1
1031,AMD,2020-03-03,2
1182,AMD,2020-03-14,1
1183,AMD,2020-03-15,1
1184,AMD,2020-03-18,1
1185,AMD,2020-03-20,1
1186,AMD,2020-03-30,1
1187,AMD,2020-04-02,1
1188,AMD,2020-04-03,1
1030,AMD,2020-04-05,2
1189,AMD,2020-04-07,1
1190,AMD,2020-05-25,1
1191,AMD,2020-06-09,1
947,AMD,2020-06-18,10
916,AMD,2020-06-19,35
1029,AMD,2020-06-25,2
1192,AMD,2020-06-27,1
1193,AMD,2020-07-20,1
1008,AMD,2020-07-22,3
1007,AMD,2020-07-24,3
1194,AMD,2020-07-25,1
1175,AMD,2020-07-26,1
1028,AMD,2020-07-27,2
957,AMD,2020-07-28,7
959,AMD,2020-07-29,7
1173,AMD,2020-08-01,1
1152,AMD,2020-08-02,1
1172,AMD,2020-08-03,1
1006,AMD,2020-08-04,3
1153,AMD,2020-08-05,1
1154,AMD,2020-08-11,1
1020,AMD,2020-08-14,2
1155,AMD,2020-08-15,1
1156,AMD,2020-08-17,1
1157,AMD,2020-08-20,1
1158,AMD,2020-08-31,1
1159,AMD,2020-09-01,1
1160,AMD,2020-09-03,1
952,AMD,2020-09-06,9
1019,AMD,2020-09-11,2
932,AMD,2020-09-20,18
946,AMD,2020-09-30,10
1161,AMD,2020-10-01,1
1005,AMD,2020-10-02,3
978,AMD,2020-10-03,4
1018,AMD,2020-10-04,2
917,AMD,2020-10-05,31
1017,AMD,2020-10-06,2
1004,AMD,2020-10-08,3
967,AMD,2020-10-09,5
1016,AMD,2020-10-10,2
998,AMD,2020-10-11,3
1162,AMD,2020-10-18,1
1163,AMD,2020-10-21,1
997,AMD,2020-10-27,3
1164,AMD,2020-10-28,1
1165,AMD,2020-10-30,1
1166,AMD,2020-11-03,1
1167,AMD,2020-11-11,1
1168,AMD,2020-11-15,1
1169,AMD,2020-11-22,1
983,AMD,2020-11-29,4
1170,AMD,2020-11-30,1
963,AMD,2020-12-03,5
996,AMD,2020-12-04,3
1171,AMD,2020-12-05,1
1151,AMD,2020-12-14,1
1114,AMD,2020-12-18,1
1100,AMD,2020-12-19,1
1113,AMD,2021-01-09,1
1079,AMD,2021-01-11,1
1080,AMD,2021-01-12,1
918,AMD,2021-01-14,30
1081,AMD,2021-01-15,1
1082,AMD,2021-01-17,1
942,AMD,2021-01-20,12
1022,AMD,2021-01-23,2
1083,AMD,2021-01-24,1
1021,AMD,2021-01-28,2
923,AMD,2021-01-29,25
995,AMD,2021-01-30,3
982,AMD,2021-02-01,4
954,AMD,2021-02-02,7
950,AMD,2021-02-04,9
1037,AMD,2021-02-08,2
994,AMD,2021-02-09,3
1084,AMD,2021-02-10,1
962,AMD,2021-02-11,5
1038,AMD,2021-02-12,2
956,AMD,2021-02-13,7
1045,AMD,2021-02-14,2
961,AMD,2021-02-15,6
981,AMD,2021-02-18,4
1085,AMD,2021-02-19,1
939,AMD,2021-02-23,12
1086,AMD,2021-02-26,1
980,AMD,2021-02-27,4
1087,AMD,2021-03-03,1
929,AMD,2021-03-09,20
979,AMD,2021-04-02,4
936,AMD,2021-04-05,13
1044,AMD,2021-04-07,2
1088,AMD,2021-04-08,1
964,AMD,2021-04-23,5
1089,AMD,2021-04-24,1
951,AMD,2021-04-25,9
1090,AMD,2021-04-27,1
944,AMD,2021-04-28,11
1091,AMD,2021-04-29,1
1043,AMD,2021-04-30,2
1092,AMD,2021-05-03,1
922,AMD,2021-05-04,26
1093,AMD,2021-05-06,1
985,AMD,2021-05-13,4
1094,AMD,2021-05-14,1
1095,AMD,2021-05-19,1
986,AMD,2021-05-31,4
1042,AMD,2021-06-02,2
1096,AMD,2021-06-04,1
937,AMD,2021-06-10,13
1097,AMD,2021-06-11,1
933,AMD,2021-06-12,16
945,AMD,2021-06-14,10
934,AMD,2021-06-17,16
919,AMD,2021-06-21,29
928,AMD,2021-06-22,20
1051,AMD,2021-06-23,2
920,AMD,2021-06-24,27
1078,AMD,2021-06-25,1
1076,AMD,2021-06-28,1
921,AMD,2021-06-29,26
925,AMD,2021-06-30,22
1050,AMD,2021-07-01,2
993,AMD,2021-07-04,4
926,AMD,2021-07-05,22
1055,AMD,2021-07-09,1
992,AMD,2021-07-24,4
949,AMD,2021-07-25,9
999,AMD,2021-07-28,3
991,AMD,2021-07-29,4
1049,AMD,2021-07-30,2
990,AMD,2021-08-02,4
930,AMD,2021-08-03,19
931,AMD,2021-08-04,19
1048,AMD,2021-08-05,2
1047,AMD,2021-08-09,2
1015,AMD,2021-08-24,2
1075,AMD,2021-09-29,1
1056,AMD,2021-10-17,1
1057,AMD,2021-10-18,1
1058,AMD,2021-10-21,1
1059,AMD,2021-10-26,1
1060,AMD,2021-10-29,1
1061,AMD,2021-11-03,1
1062,AMD,2021-11-04,1
965,AMD,2021-11-06,5
987,AMD,2021-11-08,4
1063,AMD,2021-11-09,1
1064,AMD,2021-11-13,1
1065,AMD,2021-11-14,1
1066,AMD,2021-11-17,1
1067,AMD,2021-11-20,1
1003,AMD,2021-11-22,3
1068,AMD,2021-11-25,1
1069,AMD,2021-12-01,1
1070,AMD,2021-12-02,1
1071,AMD,2021-12-28,1
1046,AMD,2022-01-02,2
1072,AMD,2022-01-11,1
1073,AMD,2022-01-21,1
989,AMD,2022-01-29,4
1074,AMD,2022-01-30,1
941,AMD,2022-02-01,12
938,AMD,2022-02-02,12
1041,AMD,2022-02-04,2
1098,AMD,2022-02-06,1
966,AMD,2022-02-08,5
1077,AMD,2022-02-18,1
988,AMD,2022-04-05,4
940,AMD,2022-04-15,12
1099,AMD,2022-04-29,1
1039,AMD,2022-05-02,2
924,AMD,2022-05-03,25
1101,AMD,2022-05-04,1
1102,AMD,2022-05-07,1
1002,AMD,2022-05-11,3
953,AMD,2022-06-27,8
1103,AMD,2022-07-21,1
948,AMD,2022-07-28,9
1001,AMD,2022-07-30,3
1000,AMD,2022-08-01,3
1104,AMD,2022-08-03,1
1040,AMD,2022-08-13,2
1105,AMD,2022-08-25,1
1106,AMD,2022-09-05,1
1107,AMD,2022-09-09,1
1108,AMD,2022-10-21,1
1109,AMD,2022-10-26,1
1110,AMD,2022-10-30,1
1111,AMD,2022-10-31,1
1112,AMD,2022-11-04,1
1195,AMG,2021-09-22,1
1196,AMKR,2021-02-11,1
1199,AMP,2020-07-30,1
1197,AMP,2021-08-24,5
1200,AMP,2021-09-15,1
1198,AMP,2021-09-27,5
1201,AMRN,2019-12-16,1
1202,AMRN,2021-01-31,1
1208,AMRS,2021-01-04,1
1209,AMRS,2021-02-03,1
1203,AMRS,2021-03-28,22
1207,AMRS,2021-04-23,1
1204,AMRS,2021-10-07,9
1206,AMRS,2021-12-20,1
1205,AMRS,2022-09-13,1
1212,AMT,2020-07-30,1
1210,AMT,2021-09-20,2
1211,AMT,2022-04-20,1
1215,AMTD,2019-01-23,1
1213,AMTD,2022-08-02,3
1214,AMTD,2022-08-03,2
1216,AMTD,2022-08-14,1
1277,AMZN,2019-01-11,1
1240,AMZN,2019-01-18,3
1257,AMZN,2019-01-31,2
1278,AMZN,2019-02-06,1
1279,AMZN,2019-02-10,1
1280,AMZN,2019-02-19,1
1281,AMZN,2019-04-02,1
1221,AMZN,2019-04-25,5
1282,AMZN,2019-05-06,1
1283,AMZN,2019-05-16,1
1284,AMZN,2019-06-07,1
1285,AMZN,2019-08-03,1
1286,AMZN,2019-08-26,1
1287,AMZN,2019-09-27,1
1288,AMZN,2019-10-15,1
1289,AMZN,2019-10-17,1
1259,AMZN,2019-10-24,2
1290,AMZN,2019-10-25,1
1258,AMZN,2019-11-06,2
1291,AMZN,2019-11-14,1
1292,AMZN,2019-12-05,1
1241,AMZN,2019-12-12,3
1294,AMZN,2019-12-16,1
1251,AMZN,2019-12-18,2
1293,AMZN,2019-12-27,1
1295,AMZN,2020-01-02,1
1296,AMZN,2020-01-19,1
1250,AMZN,2020-01-21,2
1321,AMZN,2020-01-26,1
1322,AMZN,2020-01-29,1
1242,AMZN,2020-01-30,3
1218,AMZN,2020-01-31,8
1323,AMZN,2020-02-01,1
1324,AMZN,2020-02-14,1
1325,AMZN,2020-03-20,1
1248,AMZN,2020-03-23,2
1326,AMZN,2020-03-24,1
1327,AMZN,2020-04-10,1
1328,AMZN,2020-04-13,1
1329,AMZN,2020-04-14,1
1249,AMZN,2020-04-15,2
1252,AMZN,2020-04-16,2
1256,AMZN,2020-04-17,2
1255,AMZN,2020-04-18,2
1330,AMZN,2020-04-23,1
1254,AMZN,2020-05-01,2
1331,AMZN,2020-05-03,1
1332,AMZN,2020-05-19,1
1333,AMZN,2020-05-24,1
1334,AMZN,2020-06-01,1
1335,AMZN,2020-07-02,1
1238,AMZN,2020-07-08,3
1336,AMZN,2020-07-09,1
1337,AMZN,2020-07-10,1
1253,AMZN,2020-07-19,2
1274,AMZN,2020-07-20,2
1273,AMZN,2020-07-21,2
1338,AMZN,2020-07-25,1
1227,AMZN,2020-07-30,4
1339,AMZN,2020-08-04,1
1320,AMZN,2020-08-11,1
1318,AMZN,2020-08-14,1
1228,AMZN,2020-08-18,3
1229,AMZN,2020-08-27,3
1297,AMZN,2020-08-28,1
1269,AMZN,2020-09-01,2
1230,AMZN,2020-09-05,3
1231,AMZN,2020-09-07,3
1317,AMZN,2020-09-12,1
1298,AMZN,2020-10-12,1
1272,AMZN,2020-10-14,2
1271,AMZN,2020-10-16,2
1270,AMZN,2020-10-18,2
1299,AMZN,2020-10-20,1
1300,AMZN,2020-11-04,1
1301,AMZN,2020-11-09,1
1302,AMZN,2020-11-18,1
1303,AMZN,2020-11-25,1
1226,AMZN,2020-11-27,4
1304,AMZN,2020-12-01,1
1305,AMZN,2020-12-06,1
1306,AMZN,2020-12-09,1
1307,AMZN,2020-12-24,1
1308,AMZN,2020-12-30,1
1309,AMZN,2021-01-08,1
1310,AMZN,2021-01-11,1
1232,AMZN,2021-01-17,3
1276,AMZN,2021-01-23,2
1233,AMZN,2021-01-24,3
1275,AMZN,2021-01-25,2
1264,AMZN,2021-01-29,2
1311,AMZN,2021-01-30,1
1312,AMZN,2021-01-31,1
1313,AMZN,2021-02-01,1
1234,AMZN,2021-02-03,3
1314,AMZN,2021-02-04,1
1315,AMZN,2021-02-11,1
1235,AMZN,2021-02-12,3
1236,AMZN,2021-03-07,3
1237,AMZN,2021-03-13,3
1316,AMZN,2021-03-16,1
1340,AMZN,2021-04-01,1
1319,AMZN,2021-04-24,1
1225,AMZN,2021-04-29,4
1263,AMZN,2021-04-30,2
1341,AMZN,2021-05-01,1
1363,AMZN,2021-05-06,1
1262,AMZN,2021-05-07,2
1365,AMZN,2021-05-11,1
1366,AMZN,2021-06-01,1
1367,AMZN,2021-06-06,1
1368,AMZN,2021-06-07,1
1222,AMZN,2021-06-14,5
1369,AMZN,2021-06-15,1
1370,AMZN,2021-06-17,1
1261,AMZN,2021-06-28,2
1371,AMZN,2021-07-11,1
1372,AMZN,2021-07-15,1
1224,AMZN,2021-07-19,4
1373,AMZN,2021-07-21,1
1260,AMZN,2021-07-29,2
1239,AMZN,2021-07-30,3
1374,AMZN,2021-07-31,1
1375,AMZN,2021-08-01,1
1223,AMZN,2021-08-20,4
1376,AMZN,2021-08-25,1
1268,AMZN,2021-08-29,2
1377,AMZN,2021-09-02,1
1378,AMZN,2021-09-11,1
1379,AMZN,2021-09-15,1
1267,AMZN,2021-10-15,2
1380,AMZN,2021-10-20,1
1381,AMZN,2021-10-26,1
1382,AMZN,2021-11-03,1
1383,AMZN,2021-11-20,1
1265,AMZN,2021-11-23,2
1364,AMZN,2021-11-24,1
1362,AMZN,2022-01-21,1
1220,AMZN,2022-02-03,6
1342,AMZN,2022-02-06,1
1361,AMZN,2022-02-09,1
1343,AMZN,2022-02-24,1
1344,AMZN,2022-03-02,1
1266,AMZN,2022-04-20,2
1345,AMZN,2022-04-26,1
1243,AMZN,2022-04-28,3
1346,AMZN,2022-04-29,1
1244,AMZN,2022-04-30,3
1347,AMZN,2022-05-01,1
1246,AMZN,2022-05-05,2
1348,AMZN,2022-05-06,1
1349,AMZN,2022-05-18,1
1350,AMZN,2022-05-22,1
1219,AMZN,2022-05-25,8
1351,AMZN,2022-05-28,1
1352,AMZN,2022-06-01,1
1353,AMZN,2022-06-02,1
1354,AMZN,2022-06-05,1
1355,AMZN,2022-06-06,1
1356,AMZN,2022-06-28,1
1357,AMZN,2022-08-11,1
1217,AMZN,2022-10-27,8
1358,AMZN,2022-10-29,1
1359,AMZN,2022-10-30,1
1247,AMZN,2022-11-05,2
1360,AMZN,2022-11-10,1
1245,AMZN,2022-11-14,3
1412,AN,2019-05-14,1
1411,AN,2020-05-18,1
1410,AN,2020-07-01,1
1409,AN,2020-09-17,1
1392,AN,2020-10-06,2
1408,AN,2020-10-21,1
1394,AN,2020-12-06,2
1388,AN,2021-01-11,2
1393,AN,2021-01-15,2
1385,AN,2021-01-28,3
1384,AN,2021-01-29,10
1391,AN,2021-01-30,2
1390,AN,2021-01-31,2
1386,AN,2021-02-01,3
1389,AN,2021-02-02,2
1397,AN,2021-02-03,1
1387,AN,2021-02-04,3
1398,AN,2021-02-11,1
1399,AN,2021-02-25,1
1396,AN,2021-03-13,2
1395,AN,2021-03-16,2
1400,AN,2021-03-17,1
1401,AN,2021-06-17,1
1402,AN,2021-06-25,1
1403,AN,2021-08-02,1
1404,AN,2021-08-06,1
1405,AN,2021-08-26,1
1406,AN,2022-03-21,1
1407,AN,2022-03-26,1
1413,ANTE,2020-12-04,1
1414,AOS,2020-07-30,1
1421,AP,2019-07-04,1
1422,AP,2020-02-19,1
1418,AP,2020-03-03,2
1415,AP,2020-03-27,3
1423,AP,2020-04-01,1
1417,AP,2020-04-04,2
1416,AP,2021-02-14,2
1424,AP,2021-02-20,1
1425,AP,2021-04-14,1
1426,AP,2021-07-13,1
1420,AP,2022-03-31,1
1419,AP,2022-06-15,1
1430,APA,2019-12-06,1
1429,APA,2020-07-30,1
1427,APA,2020-11-30,1
1428,APA,2021-02-15,1
1431,APAC,2021-01-25,1
1445,API,2019-07-15,1
1446,API,2019-11-06,1
1447,API,2019-11-21,1
1438,API,2020-03-30,2
1448,API,2020-04-01,1
1449,API,2020-04-27,1
1450,API,2020-06-14,1
1444,API,2020-06-15,1
1437,API,2020-08-07,2
1451,API,2020-11-21,1
1432,API,2020-11-23,4
1452,API,2020-12-24,1
1453,API,2020-12-31,1
1454,API,2021-01-12,1
1433,API,2021-01-23,3
1436,API,2021-01-24,2
1455,API,2021-01-27,1
1456,API,2021-01-28,1
1439,API,2021-01-30,2
1457,API,2021-02-02,1
1443,API,2021-02-03,2
1458,API,2021-02-13,1
1434,API,2021-03-14,3
1459,API,2021-04-02,1
1435,API,2021-05-01,3
1460,API,2021-05-09,1
1461,API,2021-05-16,1
1462,API,2021-05-23,1
1463,API,2021-05-30,1
1464,API,2021-06-10,1
1442,API,2021-06-24,2
1465,API,2021-06-29,1
1466,API,2021-07-07,1
1441,API,2021-07-09,2
1467,API,2021-07-12,1
1468,API,2021-07-23,1
1469,API,2021-09-01,1
1470,API,2021-09-24,1
1471,API,2021-09-29,1
1472,API,2021-10-17,1
1440,API,2021-11-03,2
1473,API,2022-02-14,1
1474,APO,2019-01-23,1
1475,APO,2020-07-30,1
1482,APP,2019-07-19,1
1483,APP,2020-02-24,1
1478,APP,2020-05-18,2
1484,APP,2020-12-14,1
1485,APP,2021-01-10,1
1486,APP,2021-01-21,1
1487,APP,2021-01-22,1
1476,APP,2021-01-28,4
1488,APP,2021-01-29,1
1477,APP,2021-02-02,3
1489,APP,2021-02-09,1
1481,APP,2021-02-12,1
1480,APP,2021-03-11,1
1479,APP,2022-01-21,1
1490,APPH,2021-02-19,4
1491,APPS,2021-01-29,2
1492,APPS,2021-05-06,1
1494,APRN,2020-02-19,2
1495,APRN,2020-03-19,1
1496,APRN,2020-03-20,1
1493,APRN,2020-03-31,4
1497,APRN,2020-06-01,1
1498,APT,2020-02-27,3
1499,APT,2020-03-05,1
1500,APTV,2020-07-30,1
1506,AR,2020-03-30,1
1507,AR,2020-04-01,1
1508,AR,2020-04-04,1
1509,AR,2020-05-11,1
1510,AR,2020-06-02,1
1511,AR,2020-08-21,1
1512,AR,2021-02-01,1
1513,AR,2021-02-08,1
1504,AR,2021-02-10,2
1502,AR,2021-04-02,3
1514,AR,2021-04-19,1
1515,AR,2021-04-22,1
1501,AR,2021-05-31,8
1516,AR,2021-06-28,1
1517,AR,2021-08-04,1
1505,AR,2021-09-08,2
1518,AR,2021-09-19,1
1519,AR,2021-11-16,1
1503,AR,2022-02-25,3
1520,ARC,2021-01-29,1
1521,ARC,2021-08-12,1
1522,ARC,2021-08-30,1
1523,ARC,2021-11-01,1
1524,ARC,2021-11-04,1
1525,ARCC,2021-01-28,1
1526,ARDS,2020-03-18,1
1527,ARMK,2020-03-12,1
1528,ARNC,2019-02-06,1
1530,ARQQ,2022-04-13,5
1529,ARQQ,2022-04-14,14
1532,ARR,2020-08-25,3
1535,ARR,2020-11-16,1
1533,ARR,2020-11-27,2
1534,ARR,2021-07-16,2
1531,ARR,2021-09-19,4
1536,ARVL,2021-06-15,7
1538,ARVL,2021-06-16,1
1537,ARVL,2021-06-17,2
1539,ASC,2020-05-06,1
1540,ASC,2021-02-01,1
1541,ASC,2021-04-16,1
1542,ASH,2020-12-07,1
1546,ASML,2019-01-23,2
1545,ASML,2019-11-06,2
1543,ASML,2020-07-15,2
1544,ASML,2021-01-08,2
1547,ASML,2021-01-20,1
1571,ASO,2021-03-02,1
1548,ASO,2021-03-03,32
1549,ASO,2021-03-04,17
1561,ASO,2021-03-08,5
1572,ASO,2021-03-10,1
1570,ASO,2021-03-11,2
1573,ASO,2021-03-28,1
1574,ASO,2021-03-29,1
1569,ASO,2021-03-30,2
1550,ASO,2021-04-01,16
1575,ASO,2021-04-02,1
1556,ASO,2021-04-04,8
1558,ASO,2021-04-05,7
1553,ASO,2021-04-06,13
1568,ASO,2021-04-08,2
1567,ASO,2021-04-20,2
1562,ASO,2021-05-03,4
1576,ASO,2021-05-31,1
1563,ASO,2021-06-01,3
1560,ASO,2021-06-02,6
1564,ASO,2021-06-07,3
1551,ASO,2021-06-08,16
1559,ASO,2021-06-10,6
1565,ASO,2021-06-13,3
1566,ASO,2021-06-14,3
1554,ASO,2021-06-15,11
1552,ASO,2021-06-16,16
1555,ASO,2021-06-17,10
1577,ASO,2021-06-21,1
1557,ASO,2021-09-09,7
1578,ASR,2020-12-28,1
1583,ASTR,2021-07-01,1
1579,ASTR,2021-08-12,1
1582,ASTR,2021-09-02,1
1580,ASTR,2021-09-20,1
1581,ASTR,2021-11-21,1
1606,ASTS,2021-04-07,2
1597,ASTS,2021-05-06,7
1598,ASTS,2021-06-08,6
1612,ASTS,2021-06-09,1
1585,ASTS,2021-06-15,21
1590,ASTS,2021-06-16,11
1589,ASTS,2021-06-17,13
1613,ASTS,2021-07-09,1
1593,ASTS,2021-07-26,10
1587,ASTS,2021-08-25,19
1614,ASTS,2021-08-26,1
1602,ASTS,2021-08-27,3
1615,ASTS,2021-08-30,1
1601,ASTS,2021-08-31,4
1616,ASTS,2021-09-02,1
1591,ASTS,2021-09-09,11
1617,ASTS,2021-09-12,1
1618,ASTS,2021-09-14,1
1588,ASTS,2021-09-15,19
1599,ASTS,2021-09-16,6
1592,ASTS,2021-09-17,11
1619,ASTS,2021-09-19,1
1609,ASTS,2021-09-20,2
1620,ASTS,2021-09-21,1
1603,ASTS,2021-09-25,3
1584,ASTS,2021-10-11,22
1621,ASTS,2021-10-21,1
1622,ASTS,2021-10-30,1
1623,ASTS,2022-03-09,1
1586,ASTS,2022-04-20,20
1624,ASTS,2022-08-02,1
1608,ASTS,2022-08-11,2
1607,ASTS,2022-08-17,2
1625,ASTS,2022-08-25,1
1626,ASTS,2022-09-05,1
1627,ASTS,2022-09-06,1
1604,ASTS,2022-09-08,3
1596,ASTS,2022-09-11,7
1628,ASTS,2022-09-15,1
1595,ASTS,2022-10-21,9
1605,ASTS,2022-11-04,3
1629,ASTS,2022-11-05,1
1600,ASTS,2022-11-07,5
1611,ASTS,2022-11-08,2
1610,ASTS,2022-11-11,2
1594,ASTS,2022-11-14,9
1630,ASX,2019-09-10,1
1631,ASX,2019-09-26,1
1632,ATA,2021-06-02,1
1633,ATAI,2021-10-31,1
1634,ATI,2021-02-11,1
1635,ATNX,2021-02-08,1
1636,ATNX,2021-02-20,1
1637,ATOS,2021-01-28,1
1639,ATR,2020-06-18,1
1640,ATR,2021-03-30,1
1641,ATR,2021-06-12,1
1638,ATR,2021-10-18,2
1642,ATSG,2020-12-06,6
1643,ATSG,2021-05-24,1
1655,ATVI,2019-01-28,1
1656,ATVI,2019-08-05,1
1657,ATVI,2019-10-08,1
1658,ATVI,2019-10-10,1
1659,ATVI,2019-11-02,1
1660,ATVI,2019-11-08,1
1661,ATVI,2020-02-08,1
1651,ATVI,2020-03-09,2
1647,ATVI,2020-07-13,3
1645,ATVI,2020-08-03,5
1650,ATVI,2020-08-04,2
1662,ATVI,2020-08-05,1
1649,ATVI,2020-08-06,2
1663,ATVI,2020-11-23,1
1664,ATVI,2020-11-27,1
1654,ATVI,2021-07-31,1
1644,ATVI,2021-08-28,5
1653,ATVI,2021-12-28,1
1646,ATVI,2022-01-18,4
1652,ATVI,2022-01-19,1
1648,ATVI,2022-04-22,2
1665,AU,2021-02-02,1
1666,AUD,2020-02-06,2
1667,AUD,2021-08-10,1
1669,AUPH,2019-11-29,1
1670,AUPH,2019-12-04,1
1671,AUPH,2021-01-21,1
1672,AUPH,2021-01-24,1
1668,AUPH,2021-10-25,5
1673,AUR,2021-11-17,3
1675,AUR,2021-11-18,1
1674,AUR,2021-11-21,3
1676,AUS,2020-01-02,2
1677,AUS,2021-06-25,1
1681,AUY,2020-03-03,1
1678,AUY,2020-05-18,8
1680,AUY,2020-07-24,2
1679,AUY,2021-02-10,2
1682,AVCT,2020-06-10,1
1683,AVGO,2019-01-06,1
1684,AVGO,2019-06-07,1
1685,AVGO,2022-03-10,1
1686,AVGR,2021-01-27,1
1687,AVIR,2021-08-11,8
1692,AVPT,2020-11-25,1
1691,AVPT,2020-11-27,2
1693,AVPT,2021-07-16,1
1694,AVPT,2021-07-17,1
1695,AVPT,2021-07-20,1
1688,AVPT,2021-08-08,4
1696,AVPT,2021-08-10,1
1697,AVPT,2021-08-19,1
1690,AVPT,2021-09-03,2
1689,AVPT,2021-10-07,2
1698,AVTR,2020-07-30,1
1699,AVY,2021-01-07,2
1700,AWRE,2020-03-20,1
1701,AX,2021-02-22,1
1705,AXP,2020-04-23,1
1702,AXP,2020-10-11,3
1703,AXP,2022-04-18,2
1704,AXP,2022-07-21,1
1706,AXSM,2020-04-27,1
1707,AY,2021-02-22,1
1709,AYX,2020-10-06,1
1708,AYX,2020-11-30,2
1711,AZN,2020-07-15,4
1713,AZN,2020-07-17,2
1715,AZN,2020-07-18,1
1710,AZN,2020-07-19,4
1712,AZN,2020-07-20,3
1716,AZN,2020-07-21,1
1717,AZN,2020-07-22,1
1718,AZN,2020-07-28,1
1719,AZN,2020-07-30,1
1720,AZN,2020-11-22,1
1721,AZN,2020-11-25,1
1722,AZN,2020-11-29,1
1723,AZN,2020-11-30,1
1714,AZN,2021-02-12,2
1724,AZO,2022-05-23,1
1725,AZZ,2022-07-09,2
1748,BA,2019-03-10,2
1730,BA,2019-03-11,3
1731,BA,2019-03-13,3
1773,BA,2019-03-14,1
1743,BA,2019-03-27,2
1774,BA,2019-04-07,1
1775,BA,2019-04-10,1
1776,BA,2019-04-14,1
1777,BA,2019-04-20,1
1772,BA,2019-04-23,1
1770,BA,2019-05-28,1
1749,BA,2019-06-04,1
1747,BA,2019-06-16,2
1769,BA,2019-07-14,1
1750,BA,2019-09-03,1
1751,BA,2019-11-12,1
1746,BA,2019-12-16,2
1752,BA,2019-12-24,1
1745,BA,2020-01-07,2
1753,BA,2020-01-15,1
1744,BA,2020-02-19,2
1754,BA,2020-03-11,1
1755,BA,2020-03-14,1
1756,BA,2020-03-23,1
1732,BA,2020-03-24,3
1742,BA,2020-03-25,2
1726,BA,2020-03-28,4
1757,BA,2020-04-02,1
1758,BA,2020-04-08,1
1759,BA,2020-04-17,1
1760,BA,2020-04-24,1
1727,BA,2020-04-25,4
1738,BA,2020-05-03,2
1761,BA,2020-06-02,1
1729,BA,2020-06-05,4
1728,BA,2020-06-11,4
1762,BA,2020-06-15,1
1763,BA,2020-06-19,1
1764,BA,2020-06-24,1
1765,BA,2020-07-07,1
1737,BA,2020-07-13,2
1766,BA,2020-08-04,1
1736,BA,2020-08-21,2
1767,BA,2020-09-24,1
1768,BA,2020-10-09,1
1778,BA,2020-11-10,1
1771,BA,2020-11-14,1
1735,BA,2020-11-16,2
1733,BA,2021-01-08,3
1779,BA,2021-01-11,1
1780,BA,2021-01-21,1
1734,BA,2021-01-29,2
1781,BA,2021-02-14,1
1782,BA,2021-02-22,1
1783,BA,2021-04-21,1
1784,BA,2021-05-21,1
1785,BA,2021-07-19,1
1786,BA,2021-07-21,1
1739,BA,2022-03-21,2
1741,BA,2022-04-23,2
1787,BA,2022-07-25,1
1788,BA,2022-07-26,1
